step,n1,n2,n3
0,1.087753021900561,0.7736420623297302,0.08822203704982624
100,0.005842100347675925,0.14506259595674376,0.4483068067091647
200,0.01909485062212139,0.14289136956993861,0.01789056359634633
300,0.024990197314367874,0.02297590197203199,0.11939100770401007
400,0.03547177686038093,0.10047226226029457,0.02168419128052485
500,0.020485800248829452,0.031224715536808667,0.006379144045630723
600,0.003076620688780259,0.010740128113694816,0.1803777983899612
700,0.02782761108255413,0.37091093576371414,0.7342219147071172
800,0.38962153835894897,0.847089364334314,0.07442202336949999
900,0.05085345547228462,0.011325961727020484,0.0036460783224898565
1000,0.24890196644359172,0.21995358139477075,0.0185666998019154
10000,0.02160892797710702,0.04686775398488193,0.04718058876146958
10100,0.021916103999602046,0.061344458904131705,0.04652990434721001
10200,0.08251861687529058,0.05845546052232145,0.07180113935985581
10300,0.03772566753355931,0.13703666078143667,0.0841878170928733
10400,0.05991790791611999,0.09103078516845575,0.0835095025283976
10500,0.05012984046150185,0.10146504779443988,0.06426621628734315
10600,0.030632619096211466,0.0947402947915767,0.08509604715759456
10700,0.03691911735154101,0.04211255985284597,0.04221758242791836
10800,0.007294190898509717,0.07042926011482381,0.030816440349872794
10900,0.043173231833348376,0.05144566681850388,0.08545977960419611
1100,0.12201116918783596,0.10025396213780122,0.07862706026783312
11000,0.030613062106950632,0.125680808821928,0.07433848483134774
11100,0.06992301648088436,0.0976338268346271,0.09988910193374667
11200,0.02929877313016702,0.105015514420333,0.08743739060838315
11300,0.04872200325538987,0.051939960066565,0.06592301259629968
11400,0.0629235166422452,0.06255086798135817,0.0306000536389162
11500,0.020018844506086056,0.08533281845700749,0.05195399878262683
11600,0.03408873192602967,0.07174110319763166,0.07064327494178414
11700,0.026671045528715503,0.09453279076432847,0.07650523140351108
11800,0.03270356022805508,0.1215083451696231,0.11355057376822666
11900,0.06637410381544581,0.07643374820104847,0.052117412521032844
1200,0.02020978082982793,0.25926731991151036,0.15262996733632958
12000,0.018822573663606252,0.08639028965264195,0.06873287801635666
12100,0.028981846366326613,0.04290210459810838,0.04308634153572044
12200,0.03130032273289221,0.05788905811283368,0.06135267098571136
12300,0.05529021544893916,0.11973834872197922,0.06258851671946057
12400,0.024817554700909124,0.10726359804489488,0.07098741285396588
12500,0.04953850813505864,0.06268428480494895,0.06601617176138608
12600,0.07509319035663167,0.0997942629605077,0.07239067184624409
12700,0.009465957699746867,0.10123751749410376,0.06904524022190368
12800,0.05280359550545003,0.02434491442059128,0.044820152343855425
12900,0.010684346513871323,0.09574729977526873,0.04287899894365917
1300,0.020650314817458118,0.03704321518355193,0.16733524783940584
13000,0.035074388624226654,0.04378666569510424,0.06080246425237029
13100,0.04565495685888045,0.12119773034682124,0.07008927037111212
13200,0.04123482635833879,0.10728137729276793,0.08978079253680663
13300,0.02425742086166537,0.05379395060617259,0.06671811948758341
13400,0.031285079465383246,0.09247355640056441,0.05046500671419229
13500,0.05535946965220341,0.06342598917848324,0.05294448763289962
13600,0.01681277104911501,0.09060870731363065,0.050357873484242005
13700,0.03574585154668563,0.051288339262729285,0.0641763019767146
13800,0.04516296417118715,0.09491471735110246,0.07312469899557189
13900,0.03143149684243854,0.11382368856091334,0.07901852527402882
1400,0.039065014947324374,0.07975321042542129,0.0643578946268272
14000,0.05701286244533429,0.06901448613209907,0.05402317772080732
14100,0.01886291067542978,0.07915614061365805,0.06606922760348982
14200,0.03756830294493959,0.026159849854821088,0.05162593307464655
14300,0.023892462032812818,0.11677329678898862,0.03466243690268156
14400,0.04366869994193324,0.07165977741914309,0.07016067422520063
14500,0.010657313776660432,0.08328330845758233,0.060336276906701236
14600,0.048954728000181864,0.0790679830677414,0.07658694251524788
14700,0.04869448656246535,0.09806863911301036,0.05690633958730506
14800,0.025825059148026134,0.08334059334947688,0.07584814780121488
14900,0.02855632811386217,0.044857017893115886,0.0316536549772921
1500,0.022215302865116148,0.1930123036391877,0.28120365885068455
15000,0.02033942863346393,0.05677441702178199,0.04756460948423383
15100,0.042556142750295234,0.08786321114589107,0.0755444154319119
15200,0.036385645217873436,0.11541820797343216,0.04020841654343969
15300,0.026370459288647796,0.060123383362838685,0.09681834093150044
15400,0.026148463476132283,0.06242786293851333,0.04971817560145278
15500,0.049762676176471635,0.08980248873580163,0.047694503880856234
15600,0.026326092921202072,0.08175446480057284,0.03689641749243011
15700,0.021120482696286302,0.06284284961714696,0.08190629115534204
15800,0.019403461325329465,0.06412792014654241,0.028792708356273615
15900,0.04692375430256176,0.08314922636811989,0.08639261060881152
1600,0.11829303250228447,0.22531232415289199,0.042293569843261235
16000,0.023845109088733867,0.13286168352724434,0.0678016880259219
16100,0.055885667159247414,0.050209428339363316,0.039217538037211064
16200,0.015769494924915972,0.06962598775688325,0.06967111916374699
16300,0.0518554705313825,0.05572732128272914,0.049335035397964556
16400,0.026481995534572467,0.09515642562658445,0.041490287009930016
16500,0.02618085436611855,0.07185779277948035,0.06841372107343018
16600,0.024847529324932678,0.057666497103961024,0.05480618557125204
16700,0.03737206558203975,0.09862797132753465,0.05757416391535597
16800,0.04781305887983206,0.0944910469086411,0.06103898233517678
16900,0.01672406418290506,0.0713892151757392,0.05728735116043224
1700,0.03733416942749677,0.026574558208046106,0.037254327917376984
17000,0.02722520771442385,0.04039695950197582,0.02773969847691192
17100,0.023806438408253396,0.09697845959698116,0.06726407470678822
17200,0.03068050545227982,0.08306982073246619,0.054871949102974965
17300,0.041534926263470835,0.07295981217422443,0.051818214480256655
17400,0.011332269706591985,0.07496305025534834,0.07336718148687656
17500,0.05678908570878315,0.047656314175725745,0.04851865839321127
17600,0.030608854188338586,0.1257203614157513,0.04304200023898873
17700,0.030700590666447595,0.050402165984928166,0.05739509029153166
17800,0.01602191166193831,0.053903874499231466,0.0439917329563768
17900,0.029590712887593684,0.07754543911117627,0.05810458190306603
1800,0.04859143709431836,0.05176408363166403,0.0916707170479561
18000,0.040194452115254645,0.0889950675141562,0.059058004948488535
18100,0.022714027452264245,0.08406998992841896,0.05144682576789842
18200,0.03853001582604756,0.05445078330253477,0.05379493910550909
18300,0.012252250584033956,0.07661729204190779,0.05624409946476787
18400,0.05206990382740932,0.0679888960494642,0.0440330542988724
18500,0.03318678848075933,0.08969832569733169,0.04642393821201585
18600,0.015360339035794767,0.049356707183443316,0.0636752860746158
18700,0.032368388789278835,0.05689995334640228,0.039497516806594496
18800,0.040794576181162424,0.11102498244802081,0.06507434264457226
18900,0.03561232759363609,0.06605756654368082,0.05376441899203517
1900,0.04636644306202947,0.19963682657390014,0.03981583353752784
19000,0.030962252230445287,0.05789701634199396,0.038747406513581814
19100,0.015709865596872666,0.06594272312256362,0.04501501772901223
19200,0.03782141485964353,0.07215111952188732,0.06444833073335696
19300,0.01829853506454289,0.08658763591382995,0.04788705281632433
19400,0.03356852954155705,0.056294143127544785,0.05853846749718444
19500,0.013599721318464986,0.07539377836710551,0.052107404240370504
19600,0.05556408139059261,0.07163630943733174,0.04429581559087696
19700,0.03181026987691006,0.08726866373804833,0.04814451973178957
19800,0.01792851197962967,0.047221415898124355,0.048714470718594416
19900,0.030451654374709595,0.06422022408832792,0.041172069974196444
2000,0.31121262647354647,0.3335475305036166,0.05959417597954323
20000,0.021186987938471877,0.08417931176563044,0.04136916372101577
20100,0.048618421088081586,0.06404198569739725,0.06342623233370007
20200,0.02371783309409422,0.0859625900797629,0.03643707912396056
20300,0.02472683174863495,0.04285868969945998,0.06615291854603285
20400,0.02913934759411184,0.08395026728067057,0.05094288638995581
20500,0.031458440647181715,0.09279758396771695,0.04119512424661154
20600,0.027070410381613008,0.03581295799760083,0.0649840232685112
20700,0.008885872240256493,0.08974564983321624,0.05170648921417371
20800,0.06110900049505494,0.05705384475369717,0.040830525671814936
20900,0.011189475831975507,0.0955027951126975,0.059452586687274184
2100,0.015278327890768434,0.0751180872061809,0.3593165478650408
21000,0.045658424768390056,0.06032659785673632,0.050238053194153656
21100,0.021591622509638222,0.06029282637854479,0.03319339978402791
21200,0.017041871984898236,0.05791345524380212,0.06467275965446459
21300,0.041853180233442505,0.08876343420115934,0.03668425638583081
21400,0.018696250731692607,0.059743387859573435,0.03855670165851691
21500,0.023045889391891197,0.04769786903303602,0.05976759854475624
21600,0.022386045069830628,0.07496679559462736,0.043678821586939025
21700,0.046281482464720344,0.08405398754349601,0.043288939454619986
21800,0.025655905056303965,0.054107397870478864,0.06370053681767807
21900,0.01993884300560445,0.06201124006225443,0.03837070481877105
2200,0.031472436144985294,0.03135000292798819,0.035338045794372414
22000,0.03403583492812465,0.058856393138350824,0.03591171979142231
22100,0.013876325966542712,0.0902269524135542,0.05796484286986299
22200,0.04508038584484456,0.05143936102726192,0.03933618959277406
22300,0.018343741811708437,0.06469424405084517,0.03281361465131613
22400,0.020255918461454015,0.07585172056726891,0.07047265511574893
22500,0.039067483958989326,0.06437555472152715,0.033221197524721656
22600,0.023436249833854193,0.07820349671508073,0.041050199983159334
22700,0.019690785548348834,0.05372021101674157,0.06070324238681625
22800,0.024497509729971067,0.06037083722141414,0.036157324427242
22900,0.031802332330707,0.07822512481849045,0.037604718027140806
2300,0.05635360927531539,0.10678641547810855,0.02646568796781213
23000,0.03091700783323232,0.06316176698761025,0.06707618049673061
23100,0.01987752090028297,0.06723894337037466,0.027934018000141985
23200,0.03951795816883665,0.05960234056686098,0.05106049710947144
23300,0.011320158775938881,0.08740834189510244,0.05280181141269391
23400,0.046026974109617314,0.04797613366625592,0.03503804087933911
23500,0.014958908022007939,0.058770447971211844,0.04444368120985101
23600,0.014951993260582965,0.06349645929324836,0.05094802776170773
23700,0.04841719509351271,0.05832965560310139,0.032417934672500134
23800,0.014885412974515563,0.09504119919810719,0.050884574626654494
23900,0.03705446982867067,0.04230204784321276,0.054277964046988515
2400,0.009675565918358438,0.09587029248889463,0.08932601578987523
24000,0.016356704494413923,0.07193749229559142,0.02677149044065994
24100,0.03411874603623583,0.06750426231449513,0.05076274039359602
24200,0.014722618875184716,0.06707303523717469,0.04037163348980677
24300,0.03249459525283794,0.049283412474800184,0.03043200623037942
24400,0.018695191279258932,0.058883463788686814,0.04851077662601633
24500,0.01929233920178418,0.0833597520180047,0.058449399137191244
24600,0.043738424531215014,0.06518686426710214,0.027916794360961304
24700,0.01754443014276584,0.07523409504201066,0.04802700552361809
24800,0.014130161955314675,0.04025445170446702,0.05516885085655519
24900,0.04018578124121365,0.084016226643633,0.02298565241593832
2500,0.061349199236354936,0.01827154090077672,0.009785154348007752
25000,0.015265105589617531,0.05600618765382381,0.049060925850955533
25100,0.03159078745807249,0.05096346819741043,0.043059145386097286
25200,0.029934759821145226,0.0745212405861224,0.0355544119073807
25300,0.022184035776876988,0.0641939207421191,0.04517963988085437
25400,0.02092301072366062,0.06031969703681095,0.05373995171645028
25500,0.032239578086174794,0.07596429859529505,0.02398130130349663
25600,0.01340361121492356,0.030847042180752723,0.0452683647959945
25700,0.0153341520268276,0.07692943218244973,0.04411301398647169
25800,0.049903408016000565,0.061583567138677714,0.02672909251463794
25900,0.011123359497433392,0.0613319689719321,0.06614479140656686
2600,0.0004283590879523827,0.016791931153121574,0.08234128420380216
26000,0.02694927353628337,0.06214229850849627,0.04372772014594553
26100,0.03798165061095573,0.06723457822456565,0.03501923871888955
26200,0.008535231750398041,0.05831740380330868,0.0481273174031674
26300,0.029040287588961825,0.049488582256360436,0.03725372451718874
26400,0.02526308908151803,0.05909637205729853,0.02444823009583846
26500,0.013711879766361101,0.04794201815309014,0.049455311594526735
26600,0.031801045243485926,0.08672035518093034,0.04849827986119988
26700,0.029716012546732243,0.0634715800036175,0.027852784438087176
26800,0.017515123661412866,0.044858246940424354,0.06127575978150509
26900,0.01606906392046049,0.08187288286880079,0.028508917999200592
2700,0.01605504243312161,0.20241971818741394,0.2562316957553133
27000,0.0528747326406654,0.04084896076310458,0.027072797142298138
27100,0.002049481065872865,0.07303977996700006,0.03983721585400818
27200,0.05045404022219595,0.03748756638847298,0.04645235842940291
27300,0.01402364180280507,0.0874147942681035,0.026432464798825085
27400,0.029226931133940457,0.04667909543224294,0.06837545014344323
27500,0.014595750684048872,0.08125088423248786,0.03037204896340335
27600,0.037506704439252296,0.039134210427649696,0.028852866743049585
27700,0.006167358755025969,0.05923385909068802,0.04044511413432641
27800,0.029775372919344244,0.06120631427442987,0.03334538422873358
27900,0.03408347700998198,0.051342973156890924,0.021836811022225025
2800,0.22468372465281752,0.4033926794312799,0.05911377695793875
28000,0.013467371013817718,0.06328584008434199,0.07389831666924263
28100,0.032347681446388735,0.06406388344003143,0.025955763938570273
28200,0.027873825637968686,0.05760257502073589,0.0367087016160606
28300,0.009427148676009139,0.060440271426153006,0.04952450870302731
28400,0.030982261780255694,0.03945901282290566,0.02012329100640616
28500,0.019595947799457284,0.05792852088297126,0.03342052460969115
28600,0.01593537501924929,0.060124199859264205,0.04544992786890954
28700,0.029510830814631208,0.06202636287005949,0.037772322625433806
28800,0.027797476043096087,0.06821673246681201,0.03637204174505783
28900,0.018007696886138257,0.052733979808824535,0.05340575834791097
2900,0.07401459473228321,0.05279992271989763,0.07649210123880631
29000,0.021014138907983128,0.06355474231902132,0.02389532544002639
29100,0.02638086578732711,0.046021275121256575,0.0268946824829651
29200,0.008671592440995022,0.055082644817419715,0.04221432552655423
29300,0.03379896853144879,0.046816712081536184,0.03115980528605963
29400,0.025017563973369662,0.0717126828990015,0.037593292376156585
29500,0.013837597750957678,0.06226237954240249,0.055348908362295994
29600,0.030735222480510863,0.045623645265405605,0.029582520356627118
29700,0.018187375092784168,0.07562736196781122,0.0319446821982612
29800,0.014635749314286798,0.03941716826587505,0.04268924855857449
29900,0.023347478350220503,0.055032284741424034,0.020117305573710477
3000,0.03667901565466917,0.005973140540476946,0.12175701561849016
30000,0.023754280074812,0.05001964756731171,0.03650654681130686
30100,0.0163220135576812,0.05611224145524272,0.054529198327800836
30200,0.02885882297545453,0.07117546599723731,0.030947336926632034
30300,0.02839890021788407,0.05062151298906804,0.037291151991461935
30400,0.004946031833929041,0.05157173371644513,0.04286812429413132
30500,0.042616271072956236,0.040808459063318994,0.0186363531074953
30600,0.01154241595925569,0.05823483622587383,0.03197834755292016
30700,0.0163832976085429,0.045826313211577784,0.04385690475121402
30800,0.034301405037133186,0.0719058865204025,0.027401827578524517
30900,0.019390297319116463,0.052863500574336655,0.04286745741169251
3100,0.07112317251094684,0.10325640661202487,0.027153416400904337
31000,0.017593523054749687,0.05868720549382768,0.04642654171940695
31100,0.026872201113423488,0.06337068877760804,0.02058505278241326
31200,0.01967651287192481,0.030200560333277258,0.03109094767179641
31300,0.011005216039990318,0.062257669072863765,0.035419620639157046
31400,0.041909467896486224,0.0552666089509333,0.025870419578041964
31500,0.01175973939511013,0.055585297841508716,0.04633782494761897
31600,0.02363325218096347,0.05710972514803231,0.04504529847445104
31700,0.023547404860893753,0.06936954980148309,0.02768536565231505
31800,0.019504489092220984,0.0413264737123759,0.03870105903595623
31900,0.009487864730825989,0.05629304724116388,0.028380922831042085
3200,0.056347741966776055,0.07920439859513975,0.07636070291072858
32000,0.03478352446263143,0.04074083301794214,0.021984451770354862
32100,0.0112885319245479,0.05343744925329297,0.03804454525190579
32200,0.028510794846809774,0.060044000850675905,0.049467896732655905
32300,0.023889101710081528,0.06952675208766051,0.028860780187059874
32400,0.017980940361339678,0.037053841529990625,0.04853893737027738
32500,0.01391116213612778,0.054036584885317554,0.02792811296271843
32600,0.0307419053152762,0.04715533319483385,0.01670606748220854
32700,0.013669750929265494,0.03556871105299427,0.03369645619356316
32800,0.013691407866756706,0.06282098424145718,0.03840713402509272
32900,0.043122823932798274,0.04885514783160485,0.02901725914643924
3300,0.002672692043160389,0.06427241013783766,0.13260303424695297
33000,0.010956428283582044,0.06872073382091091,0.052007669875556946
33100,0.024588661914444882,0.05237371498237077,0.028991866141116533
33200,0.024076503108260244,0.0347530966773017,0.022147528279743894
33300,0.008744532365541935,0.05397856521851023,0.02786205264214293
33400,0.027106077415856876,0.032553450974531606,0.029296955363208525
33500,0.016319959496450244,0.06975525647087048,0.022598699624626246
33600,0.02463753227128212,0.043676051618992205,0.05166608043049127
33700,0.012750633808547962,0.06811515101430854,0.035357963618643115
33800,0.035671143661431724,0.04400261652882388,0.03597337976482016
33900,0.011359012183112421,0.06342979731177247,0.030869325554192382
3400,0.09868965241105247,0.05119162018944698,0.043908525073008804
34000,0.014555197798678551,0.03198541672468902,0.02312506165614981
34100,0.03134195468940895,0.041632909568079315,0.023109892960505165
34200,0.014229436440714957,0.06263539165842323,0.03701795354062591
34300,0.030282965044123887,0.04843143275564657,0.03714476546602144
34400,0.015628241026905576,0.058104712743214625,0.03584233703674746
34500,0.020787823733784322,0.049190687603614155,0.03964694344351129
34600,0.013018227424022867,0.04499243216755727,0.025750226398417876
34700,0.023854961787972133,0.044284313165879816,0.022104548310234718
34800,0.013724432186762975,0.041186532458914085,0.03084439266672581
34900,0.01317337160173836,0.05027919302851948,0.03006855112823302
3500,0.01216717174618476,0.20395490027573496,0.20300085052213118
35000,0.035759652154639526,0.06528740363685356,0.03614524108416334
35100,0.014883452416746677,0.05834089905636065,0.044065735782989446
35200,0.017791552473420298,0.0425440286007199,0.02885716087519642
35300,0.02161990857342997,0.03890189270951609,0.02407327143492141
35400,0.009808716724405558,0.04443602955606327,0.029091588759024935
35500,0.022518482075375615,0.04037606588309459,0.02276268898393864
35600,0.02094632037591305,0.05493653681423537,0.033070204659547645
35700,0.013076196902429367,0.04642106889272056,0.0409177065009953
35800,0.02744756547467233,0.05374030610897755,0.04026168250221865
35900,0.018119081689526563,0.062167337733887204,0.02647110803391538
3600,0.08386968908567266,0.15302875256240614,0.13071297311976784
36000,0.01756252943157608,0.02442962753637551,0.03266438440639956
36100,0.010112770527427184,0.05277704841638989,0.019531491542712137
36200,0.02948755695116831,0.030714230712463868,0.021381206661497256
36300,0.011289922297262228,0.05735123939181586,0.037517711287334304
36400,0.02749255324415845,0.05767327071261984,0.03214750987369504
36500,0.016697640430877885,0.04551772166188022,0.03321776616856494
36600,0.013944543590389229,0.054937883193820314,0.034932284582298904
36700,0.022678016609167746,0.046990349937829065,0.022116022474580638
36800,0.013429262934158446,0.04197291661012585,0.021084792905986534
36900,0.016137429847546098,0.029316932628167248,0.025872671294746116
3700,0.09120087677771144,0.08738658173176557,0.008120551910359871
37000,0.016895990757546598,0.06654218000342878,0.0341408823621595
37100,0.027028138196803417,0.05101294545690494,0.03151151494019953
37200,0.015662873408266605,0.05230966646929221,0.03892465356254533
37300,0.016949209366827204,0.05047775635026577,0.02657033667967413
37400,0.021100704942187676,0.027500374999996156,0.0223176214778167
37500,0.010960210623380541,0.054334458381806505,0.023264352379467702
37600,0.025851049948415115,0.033452914338948724,0.02484390354209772
37700,0.01345455666097231,0.05000931297261851,0.03175793681439459
37800,0.019026449300064592,0.05091566589184619,0.03798540872070319
37900,0.02314787996441476,0.06239861837468286,0.03109694483690928
3800,0.008266767411926763,0.006860822225967795,0.044560913985340296
38000,0.019779195699991613,0.03483883797507874,0.02751712881062862
38100,0.012607502221099203,0.04161451163535222,0.022062908161925347
38200,0.016522698626584575,0.03530565495532491,0.02117619867945221
38300,0.018798713941690685,0.040475747908248635,0.024400455640991813
38400,0.016934205278575303,0.052825390262714766,0.03654643967042312
38500,0.025493770388148197,0.0475213311002923,0.027997652279900292
38600,0.013040529302313707,0.04491759834939428,0.03655382220289862
38700,0.021732399468149595,0.05614081380758963,0.027254406398409287
38800,0.01348376970892422,0.034607999615224566,0.01807804095293082
38900,0.016237786566894626,0.033318190064572095,0.026501329588172227
3900,0.04140990323761379,0.09657141807694916,0.058786677124592
39000,0.013617325805715936,0.04241241120782742,0.019989083555299315
39100,0.019330104217855318,0.046059249709989716,0.03749121865762315
39200,0.022988631500474675,0.063660219574914,0.02753129379114979
39300,0.014632919041841504,0.038149097756208436,0.03841719292202534
39400,0.015232604768055383,0.04163774076549044,0.023678612070270354
39500,0.01980722328563992,0.03902273499456371,0.020234515065296277
39600,0.010584794135458077,0.03971428346929515,0.024813933384774837
39700,0.01867592411765107,0.03165103398068003,0.0200604502454116
39800,0.01891201348515885,0.05452571061743523,0.03359789497291969
39900,0.014501395898769965,0.0514464201145686,0.0321795016260531
4000,0.11478574623254899,0.2194463505675297,0.02849360256008937
40000,0.02279000096549912,0.03995504907416342,0.031815460815571975
4100,0.06067188175375926,0.07382569331464617,0.23233555715819265
4200,0.011190090176317198,0.10114286208044573,0.15212101789764126
4300,0.13822133459318608,0.08777456417787781,0.033477135492739986
4400,0.016221960039294617,0.11357873361839499,0.10707311622873998
4500,0.03832540723212736,0.016921581023353355,0.04404184532675029
4600,0.026138833450642177,0.03344218537720994,0.034037477483405215
4700,0.015394113456405628,0.07008079047111052,0.19903681752124996
4800,0.08560946884929567,0.2697328687316026,0.08336893224198731
4900,0.14778166323583636,0.1718719843975834,0.07373138156198927
5000,0.0022122569267647033,0.03162652305655443,0.14495697989103679
5100,0.03746118574242242,0.061113376576493114,0.034233223588051004
5200,0.10974923723361708,0.05967853302090047,0.01799323512609388
5300,0.011530838811019305,0.056870806758373596,0.11710467862771025
5400,0.052993595240580456,0.05127058966453898,0.04441262305440469
5500,0.05331151468544786,0.1454608462372881,0.1197149473455871
5600,0.021747789731948047,0.17229430003122506,0.23776213782558642
5700,0.09449299726507203,0.11044446125240792,0.04127766090104752
5800,0.05005557203195841,0.03318533415958695,0.03271752396639599
5900,0.027114480056736286,0.042126672945325475,0.06454531642098445
6000,0.07015658417877296,0.10036758616379261,0.016386323366218702
6100,0.08617906147278522,0.14011150724293142,0.10251546879601706
6200,0.002960913830332163,0.09028851203042984,0.2087685436669752
6300,0.05145903636505757,0.11757939818144457,0.06154812721601578
6400,0.06908265774184089,0.0917689215294398,0.06673962087122072
6500,0.008195396265783443,0.08284719713927591,0.08793688173088007
6600,0.036717195724911715,0.025924737522966493,0.0314091484674664
6700,0.02073689278892126,0.049240832935903034,0.11101079493292093
6800,0.02270001843904701,0.17003890371482341,0.12080983136510166
6900,0.15836394678270319,0.12799248601973867,0.05685917899408238
7000,0.04958797730414838,0.12382400865361387,0.11926475784634734
7100,0.03504893364234713,0.045022640723826717,0.10391774908601083
7200,0.0357054994402398,0.06833741509275594,0.013597417396142533
7300,0.046682785756189255,0.06125837711896244,0.08151724019207277
7400,0.019210004258663944,0.06574478576638337,0.0513321682515407
7500,0.054965421337200976,0.1024497814735374,0.05998252056370988
7600,0.04274333990830049,0.12235214829332153,0.17328591305397023
7700,0.033727798681795484,0.1656686102831328,0.11424770063300202
7800,0.09306332110541422,0.05540487558631157,0.03790303882352183
7900,0.016454483572496435,0.045648317704376044,0.06187545602165144
8000,0.03873920246527057,0.04911172807208427,0.03952411993216825
8100,0.08416607433953777,0.0791166151634748,0.06044511953399816
8200,0.02298752825174861,0.09146962837024981,0.10767134987520796
8300,0.05490100337206569,0.1299054310594916,0.11570545216100173
8400,0.03902190194978988,0.11246380914402877,0.0703296022427821
8500,0.04716951655706209,0.07750401145759334,0.09069939468358945
8600,0.033953562220850775,0.06511972955797418,0.03668635947432342
8700,0.02841652768190933,0.04336683854107001,0.06707322140028023
8800,0.02690918450800472,0.07975590276945818,0.08828105961682808
8900,0.055504856291828865,0.11910666155606657,0.0752084166094609
9000,0.07824463625104502,0.12033105929207749,0.10964341990609075
9100,0.044730814688420155,0.0770257844415542,0.099380797767374
9200,0.030883992927650386,0.08446930490315466,0.06425325484972408
9300,0.0714511226224134,0.05064743290631364,0.04571893424376661
9400,0.010677516170800323,0.08144646633922831,0.041275473574883335
9500,0.04608745213313755,0.07735736913543169,0.062192474796053346
9600,0.020974513068425814,0.11360950647163329,0.07755684872031224
9700,0.04312524454238056,0.09089681845888523,0.13780823753042282
9800,0.05264685691641553,0.1372982964019037,0.06245033252983196
9900,0.035059931539779994,0.05383062792958653,0.05229330778704571
